original_country,original_city,original_date,description,country_modified_for_geo,city_modified_for_geo,date,sec_id,sec_name,id,glat,glon,gcity,gcountry,isGeocoded,split_added,original_line,start_time,end_time,start_time_form,end_time_form,elapsed_days
Trinidad and Tobago,Port of Spain,"April 17���19, 2009",Attended the Fifth Summit of the Americas.,Trinidad and Tobago,Port of Spain,,sec-28,Hillary Rodham Clinton,2731,10.6617016,-61.5194431,,Trinidad and Tobago,1,,,1.23994E+12,1.24011E+12,Fri Apr 17 2009 00:00:00 GMT-0400 (EDT),Sun Apr 19 2009 00:00:00 GMT-0400 (EDT),2
Kuwait,Kuwait City,"April 24���25, 2009",Met with Foreign Minister al-Sabah and members of the Office of Military Cooperation.,Kuwait,Kuwait City,,sec-28,Hillary Rodham Clinton,2732,29.375859,47.9774052,Kuwait City,Kuwait,1,,,1.24055E+12,1.24063E+12,Fri Apr 24 2009 00:00:00 GMT-0400 (EDT),Sat Apr 25 2009 00:00:00 GMT-0400 (EDT),1
Iraq,Baghdad,25-Apr-09,"Met with President Talebani, Prime Minister al-Maliki and senior officials. Visited U.S. military personnel, a Provincial Reconstruction Team, and attended a town meeting.",Iraq,Baghdad,,sec-28,Hillary Rodham Clinton,2733,33.3128057,44.3614875,Baghdad,Iraq,1,,,1.24063E+12,1.24072E+12,Sat Apr 25 2009 00:00:00 GMT-0400 (EDT),Sun Apr 26 2009 00:00:00 GMT-0400 (EDT),1
Lebanon,Beirut,26-Apr-09,Met with President Sleiman and Foreign Minister Salloukh.,Lebanon,Beirut,,sec-28,Hillary Rodham Clinton,2734,33.8937913,35.5017767,Beirut,Lebanon,1,,,1.24072E+12,1.2408E+12,Sun Apr 26 2009 00:00:00 GMT-0400 (EDT),Mon Apr 27 2009 00:00:00 GMT-0400 (EDT),1
El Salvador,San Salvador,"May 31���June 1, 2009",Attended the inauguration of President Funes and a ministerial meeting of Pathways to Prosperity in America.,El Salvador,San Salvador,,sec-28,Hillary Rodham Clinton,2735,13.6929403,-89.2181911,San Salvador,El Salvador,1,,,1.24374E+12,1.24383E+12,Sun May 31 2009 00:00:00 GMT-0400 (EDT),Mon Jun 01 2009 00:00:00 GMT-0400 (EDT),1
Honduras,San Pedro Sula,2-Jun-09,Attended an OAS General Assembly meeting.,Honduras,San Pedro Sula,,sec-28,Hillary Rodham Clinton,2736,15.5149204,-87.9922684,San Pedro Sula,Honduras,1,,,1.24392E+12,1.244E+12,Tue Jun 02 2009 00:00:00 GMT-0400 (EDT),Wed Jun 03 2009 00:00:00 GMT-0400 (EDT),1
Canada,Niagara Falls (Ontario),13-Jun-09,"Commemorated the 100th anniversary of the Canada-U.S. Boundary Waters Treaty, and met with Foreign Minister Cannon.",Ontario,Niagara Falls,,sec-28,Hillary Rodham Clinton,2737,43.0895577,-79.0849436,Niagara Falls,Canada,1,,,1.24487E+12,1.24495E+12,Sat Jun 13 2009 00:00:00 GMT-0400 (EDT),Sun Jun 14 2009 00:00:00 GMT-0400 (EDT),1
India,"Mumbai, New Delhi","July 17���21, 2009",Met with Prime Minister Singh and External Affairs Minister Krishna. Discussed a U.S.-India strategic partnership.,India,"Mumbai, New Delhi",,sec-28,Hillary Rodham Clinton,2738,,,,,,,1,1.2478E+12,1.24815E+12,Fri Jul 17 2009 00:00:00 GMT-0400 (EDT),Tue Jul 21 2009 00:00:00 GMT-0400 (EDT),4
India,"Mumbai, New Delhi","July 17���21, 2009",Met with Prime Minister Singh and External Affairs Minister Krishna. Discussed a U.S.-India strategic partnership.,India,Mumbai,,sec-28,Hillary Rodham Clinton,2739,19.0759837,72.8776559,Mumbai,India,1,1,,1.2478E+12,1.24798E+12,Fri Jul 17 2009 00:00:00 GMT-0400 (EDT),Sun Jul 19 2009 00:00:00 GMT-0400 (EDT),2
India,"Mumbai, New Delhi","July 17���21, 2009",Met with Prime Minister Singh and External Affairs Minister Krishna. Discussed a U.S.-India strategic partnership.,India,New Delhi,,sec-28,Hillary Rodham Clinton,2740,28.6139391,77.2090212,New Delhi,India,1,1,,1.24798E+12,1.24815E+12,Sun Jul 19 2009 00:00:00 GMT-0400 (EDT),Tue Jul 21 2009 00:00:00 GMT-0400 (EDT),2
Thailand,"Bangkok, Phuket","July 21���23, 2009",Met with Prime Minister Abhisit and Foreign Minister Kasit. Attended the ASEAN Post-Ministerial Conference and Regional Forum in Phuket.,Thailand,"Bangkok, Phuket",,sec-28,Hillary Rodham Clinton,2741,,,,,,,1,1.24815E+12,1.24832E+12,Tue Jul 21 2009 00:00:00 GMT-0400 (EDT),Thu Jul 23 2009 00:00:00 GMT-0400 (EDT),2
Thailand,"Bangkok, Phuket","July 21���23, 2009",Met with Prime Minister Abhisit and Foreign Minister Kasit. Attended the ASEAN Post-Ministerial Conference and Regional Forum in Phuket.,Thailand,Bangkok,,sec-28,Hillary Rodham Clinton,2742,13.7563309,100.5017651,Bangkok,Thailand,1,1,,1.24815E+12,1.24824E+12,Tue Jul 21 2009 00:00:00 GMT-0400 (EDT),Wed Jul 22 2009 00:00:00 GMT-0400 (EDT),1
Thailand,"Bangkok, Phuket","July 21���23, 2009",Met with Prime Minister Abhisit and Foreign Minister Kasit. Attended the ASEAN Post-Ministerial Conference and Regional Forum in Phuket.,Thailand,Phuket,,sec-28,Hillary Rodham Clinton,2743,7.9519331,98.3380884,,Thailand,1,1,,1.24824E+12,1.24832E+12,Wed Jul 22 2009 00:00:00 GMT-0400 (EDT),Thu Jul 23 2009 00:00:00 GMT-0400 (EDT),1
Kenya,Nairobi,"August 4���7, 2009",Attended the 8th AGOA Forum. Met with Somalian President Sheikh Ahmed.,Kenya,Nairobi,,sec-28,Hillary Rodham Clinton,2744,-1.2920659,36.8219462,Nairobi,Kenya,1,,,1.24936E+12,1.24962E+12,Tue Aug 04 2009 00:00:00 GMT-0400 (EDT),Fri Aug 07 2009 00:00:00 GMT-0400 (EDT),3
South Africa,"Johannesburg, Pretoria, Durban","August 7���9, 2009",Addressed an International Development Corporation event. Met with former Presidents Mandela and de Klerk and with President Zuma.,South Africa,"Johannesburg, Pretoria, Durban",,sec-28,Hillary Rodham Clinton,2745,,,,,,,1,1.24962E+12,1.24979E+12,Fri Aug 07 2009 00:00:00 GMT-0400 (EDT),Sun Aug 09 2009 00:00:00 GMT-0400 (EDT),2
South Africa,"Johannesburg, Pretoria, Durban","August 7���9, 2009",Addressed an International Development Corporation event. Met with former Presidents Mandela and de Klerk and with President Zuma.,South Africa,Johannesburg,,sec-28,Hillary Rodham Clinton,2746,-26.2041028,28.0473051,Johannesburg,South Africa,1,1,,1.24962E+12,1.24962E+12,Fri Aug 07 2009 00:00:00 GMT-0400 (EDT),Fri Aug 07 2009 00:00:00 GMT-0400 (EDT),0
South Africa,"Johannesburg, Pretoria, Durban","August 7���9, 2009",Addressed an International Development Corporation event. Met with former Presidents Mandela and de Klerk and with President Zuma.,South Africa,Pretoria,,sec-28,Hillary Rodham Clinton,2747,-25.7478676,28.2292712,Pretoria,South Africa,1,1,,1.24962E+12,1.2497E+12,Fri Aug 07 2009 00:00:00 GMT-0400 (EDT),Sat Aug 08 2009 00:00:00 GMT-0400 (EDT),1
South Africa,"Johannesburg, Pretoria, Durban","August 7���9, 2009",Addressed an International Development Corporation event. Met with former Presidents Mandela and de Klerk and with President Zuma.,South Africa,Durban,,sec-28,Hillary Rodham Clinton,2748,-29.8586804,31.0218404,Durban,South Africa,1,1,,1.2497E+12,1.24979E+12,Sat Aug 08 2009 00:00:00 GMT-0400 (EDT),Sun Aug 09 2009 00:00:00 GMT-0400 (EDT),1
Angola,Luanda,"August 9���10, 2009","Met with Foreign Minister dos Anjos, addressed the National Assembly and signed a memorandum of understanding with Chevron and USAID.",Angola,Luanda,,sec-28,Hillary Rodham Clinton,2749,-8.8399876,13.2894368,Luanda,Angola,1,,,1.24979E+12,1.24988E+12,Sun Aug 09 2009 00:00:00 GMT-0400 (EDT),Mon Aug 10 2009 00:00:00 GMT-0400 (EDT),1
Democratic Republic of the Congo (Zaire),"Kinshasa, Goma","August 10���11, 2009",Met with Prime Minister Muzito and President Kabila. Attended a round-table on gender-based violence issues.,Democratic Republic of the Congo Zaire,Kinshasa,,sec-28,Hillary Rodham Clinton,2750,-4.3870606,15.9699878,,Democratic Republic of the Congo,1,,,1.24988E+12,1.24996E+12,Mon Aug 10 2009 00:00:00 GMT-0400 (EDT),Tue Aug 11 2009 00:00:00 GMT-0400 (EDT),1
Nigeria,Abuja,"August 11���13, 2009",Met with Foreign Minister Maduekwe.,Nigeria,Abuja,,sec-28,Hillary Rodham Clinton,2751,9.0764785,7.398574,Abuja,Nigeria,1,,,1.24996E+12,1.25014E+12,Tue Aug 11 2009 00:00:00 GMT-0400 (EDT),Thu Aug 13 2009 00:00:00 GMT-0400 (EDT),2
Liberia,Monrovia,"August 13���14, 2009",Met with President Johnson-Sirleaf. Addressed the National Assembly.,Liberia,Monrovia,,sec-28,Hillary Rodham Clinton,2752,6.2907432,-10.7605239,Monrovia,Liberia,1,,,1.25014E+12,1.25022E+12,Thu Aug 13 2009 00:00:00 GMT-0400 (EDT),Fri Aug 14 2009 00:00:00 GMT-0400 (EDT),1
Cape Verde,Sal,14-Aug-09,Met with Prime Minister Neves.,Cape Verde,Sal,,sec-28,Hillary Rodham Clinton,2753,16.7266152,-22.9297109,,Cape Verde,1,,,1.25022E+12,1.25031E+12,Fri Aug 14 2009 00:00:00 GMT-0400 (EDT),Sat Aug 15 2009 00:00:00 GMT-0400 (EDT),1
Switzerland,Zurich,"October 9���10, 2009",Witnessed the signing of a protocol to normalize relations between Armenia and Turkey.,Switzerland,Zurich,,sec-28,Hillary Rodham Clinton,2754,47.3768866,8.541694,Z�_rich,Switzerland,1,,,1.25506E+12,1.25515E+12,Fri Oct 09 2009 00:00:00 GMT-0400 (EDT),Sat Oct 10 2009 00:00:00 GMT-0400 (EDT),1
United Kingdom,London,"October 10���12, 2009",Met with Prime Minister Brown and Foreign Secretary Miliband.,United Kingdom,London,,sec-28,Hillary Rodham Clinton,2755,51.5073509,-0.1277583,London,United Kingdom,1,,,1.25515E+12,1.25532E+12,Sat Oct 10 2009 00:00:00 GMT-0400 (EDT),Mon Oct 12 2009 00:00:00 GMT-0400 (EDT),2
Ireland,Dublin,11-Oct-09,Met with Prime Minister Cowen.,Ireland,Dublin,,sec-28,Hillary Rodham Clinton,2756,53.3498053,-6.2603097,Dublin,Ireland,1,,,1.25523E+12,1.25532E+12,Sun Oct 11 2009 00:00:00 GMT-0400 (EDT),Mon Oct 12 2009 00:00:00 GMT-0400 (EDT),1
United Kingdom,Belfast,"October 11���12, 2009",Met with Northern Irish First Minister Robinson and Deputy First Minister McGuiness. Addressed the Northern Ireland Assembly and the Northern Ireland Business Working Group.,United Kingdom,Belfast,,sec-28,Hillary Rodham Clinton,2757,54.597285,-5.93012,Belfast,United Kingdom,1,,,1.25523E+12,1.25532E+12,Sun Oct 11 2009 00:00:00 GMT-0400 (EDT),Mon Oct 12 2009 00:00:00 GMT-0400 (EDT),1
Russia,"Moscow, Kazan","October 12���14, 2009","Met with President Medvedev and Foreign Minister Lavrov concerning arms control, nonproliferation, and counterterrorism. In Kazan, met with Tatarstan President Shaymiyev and attended a dialogue on diversity at Kazan State University.",Russia,"Moscow, Kazan",,sec-28,Hillary Rodham Clinton,2758,,,,,,,1,1.25532E+12,1.25549E+12,Mon Oct 12 2009 00:00:00 GMT-0400 (EDT),Wed Oct 14 2009 00:00:00 GMT-0400 (EDT),2
Russia,"Moscow, Kazan","October 12���14, 2009","Met with President Medvedev and Foreign Minister Lavrov concerning arms control, nonproliferation, and counterterrorism. In Kazan, met with Tatarstan President Shaymiyev and attended a dialogue on diversity at Kazan State University.",Russia,Moscow,,sec-28,Hillary Rodham Clinton,2759,55.755826,37.6173,Moscow,Russia,1,1,,1.25532E+12,1.25541E+12,Mon Oct 12 2009 00:00:00 GMT-0400 (EDT),Tue Oct 13 2009 00:00:00 GMT-0400 (EDT),1
Russia,"Moscow, Kazan","October 12���14, 2009","Met with President Medvedev and Foreign Minister Lavrov concerning arms control, nonproliferation, and counterterrorism. In Kazan, met with Tatarstan President Shaymiyev and attended a dialogue on diversity at Kazan State University.",Russia,Kazan,,sec-28,Hillary Rodham Clinton,2760,55.8304307,49.0660806,Kazan,Russia,1,1,,1.25541E+12,1.25549E+12,Tue Oct 13 2009 00:00:00 GMT-0400 (EDT),Wed Oct 14 2009 00:00:00 GMT-0400 (EDT),1
Pakistan,"Islamabad, Lahore","October 28���30, 2009",Met with Foreign Minister Qureshi. Announced several assistance programs.,Pakistan,"Islamabad, Lahore",,sec-28,Hillary Rodham Clinton,2761,,,,,,,1,1.2567E+12,1.25688E+12,Wed Oct 28 2009 00:00:00 GMT-0400 (EDT),Fri Oct 30 2009 00:00:00 GMT-0400 (EDT),2
Pakistan,"Islamabad, Lahore","October 28���30, 2009",Met with Foreign Minister Qureshi. Announced several assistance programs.,Pakistan,Islamabad,,sec-28,Hillary Rodham Clinton,2762,33.7293882,73.0931461,Islamabad,Pakistan,1,1,,1.2567E+12,1.25679E+12,Wed Oct 28 2009 00:00:00 GMT-0400 (EDT),Thu Oct 29 2009 00:00:00 GMT-0400 (EDT),1
Pakistan,"Islamabad, Lahore","October 28���30, 2009",Met with Foreign Minister Qureshi. Announced several assistance programs.,Pakistan,Lahore,,sec-28,Hillary Rodham Clinton,2763,31.5546061,74.3571581,Lahore,Pakistan,1,1,,1.25679E+12,1.25688E+12,Thu Oct 29 2009 00:00:00 GMT-0400 (EDT),Fri Oct 30 2009 00:00:00 GMT-0400 (EDT),1
United Arab Emirates,Abu Dhabi,30-Oct-09,Met with Palestinian Authority President Abbas.,United Arab Emirates,Abu Dhabi,,sec-28,Hillary Rodham Clinton,2764,24.453884,54.3773438,Abu Dhabi,United Arab Emirates,1,,,1.25688E+12,1.25696E+12,Fri Oct 30 2009 00:00:00 GMT-0400 (EDT),Sat Oct 31 2009 00:00:00 GMT-0400 (EDT),1
Israel,Jerusalem,"October 30���November 2, 2009",Met with Prime Minister Netanyahu and Foreign Minister Lieberman.,Israel,Jerusalem,,sec-28,Hillary Rodham Clinton,2765,31.768319,35.21371,Jerusalem,Israel,1,,,1.25688E+12,1.25714E+12,Fri Oct 30 2009 00:00:00 GMT-0400 (EDT),Mon Nov 02 2009 00:00:00 GMT-0500 (EST),3
Morocco,Marrakesh,"November 2���3, 2009",Met with King Mohammed VI and Foreign Minister Fassi-Fihri and with the GCC+3 Foreign Ministers. Attended the 6th Forum for the Future.,Morocco,Marrakesh,,sec-28,Hillary Rodham Clinton,2766,31.6294723,-7.9810845,Marrakesh,Morocco,1,,,1.25714E+12,1.25722E+12,Mon Nov 02 2009 00:00:00 GMT-0500 (EST),Tue Nov 03 2009 00:00:00 GMT-0500 (EST),1
Egypt,Cairo,"November 3���4, 2009","Met with President Mubarak, Foreign Minister Aboul Gheit, and Special Envoy Mitchell.",Egypt,Cairo,,sec-28,Hillary Rodham Clinton,2767,30.0444196,31.2357116,Cairo,Egypt,1,,,1.25722E+12,1.25731E+12,Tue Nov 03 2009 00:00:00 GMT-0500 (EST),Wed Nov 04 2009 00:00:00 GMT-0500 (EST),1
Germany,Berlin,"November 8���9, 2009",Attended ceremonies commemorating the 20th anniversary of the fall of the Berlin Wall. Met with Chancellor Merkel and Foreign Minister Westerwelle.,Germany,Berlin,,sec-28,Hillary Rodham Clinton,2768,52.5200066,13.404954,Berlin,Germany,1,,,1.25766E+12,1.25774E+12,Sun Nov 08 2009 00:00:00 GMT-0500 (EST),Mon Nov 09 2009 00:00:00 GMT-0500 (EST),1
Singapore,Singapore,"November 10���12, 2009",Attended APEC Forum and Ministerial meetings.,Singapore,Singapore,,sec-28,Hillary Rodham Clinton,2769,1.352083,103.819836,,Singapore,1,,,1.25783E+12,1.258E+12,Tue Nov 10 2009 00:00:00 GMT-0500 (EST),Thu Nov 12 2009 00:00:00 GMT-0500 (EST),2
Philippines,Manila,"November 12���13, 2009",Met with President Arroyo and Foreign Secretary Romulo. Announced new disaster relief program.,Philippines,Manila,,sec-28,Hillary Rodham Clinton,2770,14.5995124,120.9842195,Manila,Philippines,1,,,1.258E+12,1.25809E+12,Thu Nov 12 2009 00:00:00 GMT-0500 (EST),Fri Nov 13 2009 00:00:00 GMT-0500 (EST),1
Singapore,Singapore,"November 13���16, 2009",Attended APEC Leaders�۪ Meeting with President Obama.,Singapore,Singapore,,sec-28,Hillary Rodham Clinton,2771,1.352083,103.819836,,Singapore,1,,,1.25809E+12,1.25835E+12,Fri Nov 13 2009 00:00:00 GMT-0500 (EST),Mon Nov 16 2009 00:00:00 GMT-0500 (EST),3
"China, People�۪s Republic of","Beijing, Shanghai","November 16���18, 2009",Accompanied President Obama. Dedicated the USA Pavilion at the Shanghai Expo.,"China, People�۪s Republic of","Beijing, Shanghai",,sec-28,Hillary Rodham Clinton,2772,,,,,,,1,1.25835E+12,1.25852E+12,Mon Nov 16 2009 00:00:00 GMT-0500 (EST),Wed Nov 18 2009 00:00:00 GMT-0500 (EST),2
"China, People�۪s Republic of","Beijing, Shanghai","November 16���18, 2009",Accompanied President Obama. Dedicated the USA Pavilion at the Shanghai Expo.,"China, People�۪s Republic of",Beijing,,sec-28,Hillary Rodham Clinton,2773,39.904211,116.407395,Beijing,China,1,1,,1.25835E+12,1.25843E+12,Mon Nov 16 2009 00:00:00 GMT-0500 (EST),Tue Nov 17 2009 00:00:00 GMT-0500 (EST),1
"China, People�۪s Republic of","Beijing, Shanghai","November 16���18, 2009",Accompanied President Obama. Dedicated the USA Pavilion at the Shanghai Expo.,"China, People�۪s Republic of",Shanghai,,sec-28,Hillary Rodham Clinton,2774,31.230416,121.473701,Shanghai,China,1,1,,1.25843E+12,1.25852E+12,Tue Nov 17 2009 00:00:00 GMT-0500 (EST),Wed Nov 18 2009 00:00:00 GMT-0500 (EST),1
Afghanistan,Kabul,"November 18���19, 2009",Attended the inauguration of President Karzai.,Afghanistan,Kabul,,sec-28,Hillary Rodham Clinton,2775,34.5553494,69.207486,Kabul,Afghanistan,1,,,1.25852E+12,1.25861E+12,Wed Nov 18 2009 00:00:00 GMT-0500 (EST),Thu Nov 19 2009 00:00:00 GMT-0500 (EST),1
Belgium,Brussels,4-Dec-09,"Attended a NATO Foreign Minister�۪s Meeting, a meeting of the NATO-Russia Council, and met with representatives of non-NATO ISAF-contributing countries.",Belgium,Brussels,,sec-28,Hillary Rodham Clinton,2776,50.8503463,4.3517211,,Belgium,1,,,1.2599E+12,1.25999E+12,Fri Dec 04 2009 00:00:00 GMT-0500 (EST),Sat Dec 05 2009 00:00:00 GMT-0500 (EST),1
Denmark,Copenhagen,"December 18���19, 2009",Attended the UN Climate Change Conference.,Denmark,Copenhagen,,sec-28,Hillary Rodham Clinton,2777,55.6760968,12.5683371,Copenhagen,Denmark,1,,,1.26111E+12,1.2612E+12,Fri Dec 18 2009 00:00:00 GMT-0500 (EST),Sat Dec 19 2009 00:00:00 GMT-0500 (EST),1
Haiti,Port-au-Prince,16-Jan-10,Met with Haitian officials and assessed disaster relief efforts.,Haiti,Port-au-Prince,,sec-28,Hillary Rodham Clinton,2778,18.594395,-72.3074326,Port-au-Prince,Haiti,1,,,1.26362E+12,1.2637E+12,Sat Jan 16 2010 00:00:00 GMT-0500 (EST),Sun Jan 17 2010 00:00:00 GMT-0500 (EST),1
Canada,Montreal,25-Jan-10,Attended the Haiti Ministerial Preparatory Conference.,Canada,Montreal,,sec-28,Hillary Rodham Clinton,2779,45.5016889,-73.567256,Montreal,Canada,1,,,1.2644E+12,1.26448E+12,Mon Jan 25 2010 00:00:00 GMT-0500 (EST),Tue Jan 26 2010 00:00:00 GMT-0500 (EST),1
United Kingdom,London,"January 26���29, 2010",Attended a ministerial meeting on Yemen and the International Conference on Afghanistan.,United Kingdom,London,,sec-28,Hillary Rodham Clinton,2780,51.5073509,-0.1277583,London,United Kingdom,1,,,1.26448E+12,1.26474E+12,Tue Jan 26 2010 00:00:00 GMT-0500 (EST),Fri Jan 29 2010 00:00:00 GMT-0500 (EST),3
France,Paris,29-Jan-10,Met with President Sarkozy and Foreign Minister Kouchner. Delivered an address on European security.,France,Paris,,sec-28,Hillary Rodham Clinton,2781,48.856614,2.3522219,Paris,France,1,,,1.26474E+12,1.26483E+12,Fri Jan 29 2010 00:00:00 GMT-0500 (EST),Sat Jan 30 2010 00:00:00 GMT-0500 (EST),1
Qatar,Doha,"February 14���15, 2010",Met with Amir Sheikh Hamad bin Khalifa al-Thani and Foreign Minister Hamad bin Jassin al-Thani. Addressed the U.S.-Islamic World Forum.,Qatar,Doha,,sec-28,Hillary Rodham Clinton,2782,25.2854473,51.5310398,Doha,Qatar,1,,,1.26612E+12,1.26621E+12,Sun Feb 14 2010 00:00:00 GMT-0500 (EST),Mon Feb 15 2010 00:00:00 GMT-0500 (EST),1
Saudi Arabia,"Riyadh, Jeddah","February 15���16, 2010",Met with King Abdullah and Foreign Minister Prince Saud. Visited the Organization of the Islamic Conference headquarters and made a speech at the Dar Al-Hekma College in Jeddah on February 16.,Saudi Arabia,Riyadh,,sec-28,Hillary Rodham Clinton,2783,24.7135517,46.6752957,Riyadh,Saudi Arabia,1,,,1.26621E+12,1.2663E+12,Mon Feb 15 2010 00:00:00 GMT-0500 (EST),Tue Feb 16 2010 00:00:00 GMT-0500 (EST),1
Uruguay,Montevideo,1-Mar-10,Attended the inauguration of President Mujica.,Uruguay,Montevideo,,sec-28,Hillary Rodham Clinton,2784,-34.9011127,-56.1645314,Montevideo,Uruguay,1,,,1.26742E+12,1.26751E+12,Mon Mar 01 2010 00:00:00 GMT-0500 (EST),Tue Mar 02 2010 00:00:00 GMT-0500 (EST),1
Argentina,Buenos Aires,"March 1���2, 2010",Met with President Fernandez de Kirchner.,Argentina,Buenos Aires,,sec-28,Hillary Rodham Clinton,2785,-34.6036844,-58.3815591,Buenos Aires,Argentina,1,,,1.26742E+12,1.26751E+12,Mon Mar 01 2010 00:00:00 GMT-0500 (EST),Tue Mar 02 2010 00:00:00 GMT-0500 (EST),1
Chile,Santiago,2-Mar-10,Met with President Bachelet and President-elect Pinera. Discussed disaster relief.,Chile,Santiago,,sec-28,Hillary Rodham Clinton,2786,-33.4488897,-70.6692655,,Chile,1,,,1.26751E+12,1.26759E+12,Tue Mar 02 2010 00:00:00 GMT-0500 (EST),Wed Mar 03 2010 00:00:00 GMT-0500 (EST),1
Brazil,"Brasilia, Sao Paulo","March 2���3, 2010",Met with President Lula da Silva and Foreign Minister Amorim. Held a Townterview at Zumbi dos Palmares University in Sao Paulo.,Brazil,Brasilia,,sec-28,Hillary Rodham Clinton,2787,-15.7942287,-47.8821658,Bras�_lia,Brazil,1,,,1.26751E+12,1.26759E+12,Tue Mar 02 2010 00:00:00 GMT-0500 (EST),Wed Mar 03 2010 00:00:00 GMT-0500 (EST),1
Costa Rica,San Jose,"March 4���5, 2010",Addressed the Pathways to Prosperity in the Americas Ministerial Meeting and met with President Arias and President-elect Chinchilla.,Costa Rica,San Jose,,sec-28,Hillary Rodham Clinton,2788,9.9280694,-84.0907246,San Jos̩,Costa Rica,1,,,1.26768E+12,1.26777E+12,Thu Mar 04 2010 00:00:00 GMT-0500 (EST),Fri Mar 05 2010 00:00:00 GMT-0500 (EST),1
Guatemala,Guatemala City,5-Mar-10,Met with President Colom and with leaders of the Central American countries and the Dominican Republic.,Guatemala,Guatemala City,,sec-28,Hillary Rodham Clinton,2789,14.6349149,-90.5068824,Guatemala City,Guatemala,1,,,1.26777E+12,1.26785E+12,Fri Mar 05 2010 00:00:00 GMT-0500 (EST),Sat Mar 06 2010 00:00:00 GMT-0500 (EST),1
Russia,Moscow,"March 18���19, 2010",Attended a Quarted meeting and discussed strategic arms reductions.,Russia,Moscow,,sec-28,Hillary Rodham Clinton,2790,55.755826,37.6173,Moscow,Russia,1,,,1.26888E+12,1.26897E+12,Thu Mar 18 2010 00:00:00 GMT-0400 (EDT),Fri Mar 19 2010 00:00:00 GMT-0400 (EDT),1
Mexico,Mexico City,23-Mar-10,Attended a U.S.-Mexico High Level Consultative Group meeting and met with President Calderon and Foreign Secretary Espinosa.,Mexico,Mexico City,,sec-28,Hillary Rodham Clinton,2791,19.2464696,-99.1013498,,Mexico,1,,,1.26932E+12,1.2694E+12,Tue Mar 23 2010 00:00:00 GMT-0400 (EDT),Wed Mar 24 2010 00:00:00 GMT-0400 (EDT),1
Canada,"Ottawa, Gatineau","March 29���30, 2010",Attended a meeting of the Foreign Ministers of the Arctic Coastal States and a meeting of the G-8 Foreign Ministers.,Canada,Ottawa,,sec-28,Hillary Rodham Clinton,2792,45.4215296,-75.6971931,Ottawa,Canada,1,,,1.26984E+12,1.26992E+12,Mon Mar 29 2010 00:00:00 GMT-0400 (EDT),Tue Mar 30 2010 00:00:00 GMT-0400 (EDT),1
Czech Republic,Prague,"April 8���9, 2010",Accompanied President Obama to the signing of a Strategic Arms Reduction Treaty with Russia.,Czech Republic,Prague,,sec-28,Hillary Rodham Clinton,2793,50.0755381,14.4378005,Prague,Czech Republic,1,,,1.2707E+12,1.27079E+12,Thu Apr 08 2010 00:00:00 GMT-0400 (EDT),Fri Apr 09 2010 00:00:00 GMT-0400 (EDT),1
Estonia,Tallinn,"April 22���23, 2010",Attended a NATO Informal Ministerial Meeting. Met with President Ilves and Foreign Minister Paet.,Estonia,Tallinn,,sec-28,Hillary Rodham Clinton,2794,59.4369608,24.7535746,Tallinn,Estonia,1,,,1.27191E+12,1.272E+12,Thu Apr 22 2010 00:00:00 GMT-0400 (EDT),Fri Apr 23 2010 00:00:00 GMT-0400 (EDT),1
Japan,Tokyo,21-May-10,Met with Foreign Minister Okada.,Japan,Tokyo,,sec-28,Hillary Rodham Clinton,2795,35.6894875,139.6917064,,Japan,1,,,1.27441E+12,1.2745E+12,Fri May 21 2010 00:00:00 GMT-0400 (EDT),Sat May 22 2010 00:00:00 GMT-0400 (EDT),1
"China, People�۪s Republic of","Shanghai, Beijing","May 21���26, 2010","Visited the Shanghai 2010 Expo and attended a dinner for sponsors of the USA Pavilion. In Beijing, attended the second meeting of the U.S.-China Strategic and Economic Dialogue.","China, People�۪s Republic of","Shanghai, Beijing",,sec-28,Hillary Rodham Clinton,2796,,,,,,,1,1.27441E+12,1.27485E+12,Fri May 21 2010 00:00:00 GMT-0400 (EDT),Wed May 26 2010 00:00:00 GMT-0400 (EDT),5
"China, People�۪s Republic of","Shanghai, Beijing","May 21���26, 2010","Visited the Shanghai 2010 Expo and attended a dinner for sponsors of the USA Pavilion. In Beijing, attended the second meeting of the U.S.-China Strategic and Economic Dialogue.","China, People�۪s Republic of",Shanghai,,sec-28,Hillary Rodham Clinton,2797,31.230416,121.473701,Shanghai,China,1,1,,1.27441E+12,1.27459E+12,Fri May 21 2010 00:00:00 GMT-0400 (EDT),Sun May 23 2010 00:00:00 GMT-0400 (EDT),2
"China, People�۪s Republic of","Shanghai, Beijing","May 21���26, 2010","Visited the Shanghai 2010 Expo and attended a dinner for sponsors of the USA Pavilion. In Beijing, attended the second meeting of the U.S.-China Strategic and Economic Dialogue.","China, People�۪s Republic of",Beijing,,sec-28,Hillary Rodham Clinton,2798,39.904211,116.407395,Beijing,China,1,1,,1.27459E+12,1.27485E+12,Sun May 23 2010 00:00:00 GMT-0400 (EDT),Wed May 26 2010 00:00:00 GMT-0400 (EDT),3
"Korea, Republic of",Seoul,26-May-10,Met with Foreign Minister Yu.,"Korea, Republic of",Seoul,,sec-28,Hillary Rodham Clinton,2799,37.566535,126.9779692,Seoul,South Korea,1,,,1.27485E+12,1.27493E+12,Wed May 26 2010 00:00:00 GMT-0400 (EDT),Thu May 27 2010 00:00:00 GMT-0400 (EDT),1
